"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-01-29","0.0",",,E",,,,,"8.2",",,E","1.0",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-01-30","4.6",",,E",,,,,"10.3",",,E","0.4",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-01-31","0.0",",,E",,,,,"7.9",",,E","1.1",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-01","0.0",",,E",,,,,"8.1",",,E","2.6",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-02","0.0",",,E",,,,,"11.8",",,E","4.8",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-03","0.0",",,E",,,,,"11.1",",,E","2.6",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-04","1.4",",,E",,,,,"9.0",",,E","4.4",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-05","0.0",",,E",,,,,"8.3",",,E","-0.5",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-06","0.4",",,E",,,,,"4.7",",,E","-2.2",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-07","1.2",",,E",,,,,"4.5",",,E","-0.1",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-08","1.2",",,E",,,,,"7.3",",,E","2.0",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-09","6.2",",,E",,,,,"4.5",",,E","-1.7",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-10","0.2",",,E",,,,,"4.9",",,E","0.3",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-11","0.0",",,E",,,,,"5.2",",,E","2.6",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-12","0.0",",,E",,,,,"5.2",",,E","3.0",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-13","0.0",",,E",,,,,"6.3",",,E","2.4",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-14","3.0",",,E",,,,,"7.7",",,E","3.1",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-15","1.4",",,E",,,,,"4.6",",,E","3.8",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-16","0.0",",,E",,,,,"7.1",",,E","2.4",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-17","0.0",",,E",,,,,"8.1",",,E","0.0",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-18","0.0",",,E",,,,,"12.5",",,E","1.6",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-19","2.2",",,E",,,,,"13.9",",,E","2.9",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-20","2.6",",,E",,,,,"13.8",",,E","7.0",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-21","4.4",",,E",,,,,"14.2",",,E","11.1",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-22","0.6",",,E",,,,,"11.5",",,E","5.6",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-23","14.8",",,E",,,,,"13.7",",,E","5.1",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-24","2.2",",,E",,,,,"10.7",",,E","9.3",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-25","8.2",",,E",,,,,"10.1",",,E","4.8",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-26","1.0",",,E",,,,,"10.1",",,E","1.9",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-27","0.0",",,E",,,,,"11.4",",,E","3.8",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-02-28","0.2",",,E",,,,,"10.1",",,E","-3.3",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-01","0.0",",,E",,,,,"10.8",",,E","-3.8",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-02","0.0",",,E",,,,,"11.8",",,E","-3.4",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-03","0.0",",,E",,,,,"13.9",",,E","-4.4",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-04","0.0",",,E",,,,,"14.0",",,E","-4.0",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-05","0.0",",,E",,,,,"14.5",",,E","-3.0",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-06","0.0",",,E",,,,,"13.8",",,E","0.1",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-07","0.4",",,E",,,,,"15.8",",,E","7.5",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-08","0.0",",,E",,,,,"16.8",",,E","9.2",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-09","0.0",",,E",,,,,"14.6",",,E","6.0",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-10","0.2",",,E",,,,,"9.3",",I,E","9.7",",I,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-11","0.0",",,E",,,,,"8.9",",,E","5.6",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-12","0.0",",,E",,,,,"8.3",",,E","-1.0",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-13","0.0",",,E",,,,,"9.0",",,E","-0.8",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-14","0.0",",,E",,,,,"9.1",",,E","-3.9",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-15","0.0",",,E",,,,,"9.5",",,E","1.0",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-16","0.0",",,E",,,,,"8.8",",,E","-3.9",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-17","0.0",",,E",,,,,"12.4",",,E","2.4",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-18","0.0",",,E",,,,,"15.7",",,E","-0.2",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-19","0.0",",,E",,,,,"18.7",",,E","-1.9",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-20","0.0",",,E",,,,,"16.2",",,E","6.7",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-21","5.0",",,E",,,,,"16.5",",,E","9.4",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-22","0.0",",,E",,,,,"12.3",",,E","8.7",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-23","0.0",",,E",,,,,"12.8",",,E","5.8",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-24","0.0",",,E",,,,,"15.3",",,E","7.5",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-25","0.0",",,E",,,,,"17.0",",,E","1.3",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-26","0.0",",,E",,,,,"11.0",",,E","4.0",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-27","0.8",",,E",,,,,"12.4",",,E","2.9",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-28","0.0",",,E",,,,,"13.1",",,E","8.1",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-29","0.0",",,E",,,,,"15.0",",,E","-1.3",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-30","0.0",",,E",,,,,"16.6",",,E","7.9",",,E"
"UKE00107962","YEOVILTON, UK","51.0058","-2.64","20.0","2025-03-31","0.0",",,E",,,,,,,"0.3",",,E"
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-01",,,,,"8.6","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-02",,,,,"3.3","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-03",,,,,"0.8","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-04",,,,,"1.8","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-05",,,,,"8.5","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-06",,,,,"7.3","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-07",,,,,"1.6","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-08",,,,,"1.6","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-09",,,,,"2.4","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-10",,,,,"-0.9","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-11",,,,,"0.0","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-12",,,,,"0.8","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-13",,,,,"2.3","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-14",,,,,"4.8","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-15",,,,,"8.1","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-16",,,,,"7.1","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-17",,,,,"4.1","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-18",,,,,"2.4","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-19",,,,,"2.1","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-20",,,,,"2.8","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-21",,,,,"2.1","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-22",,,,,"3.3","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-23",,,,,"4.9","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-24",,,,,"8.7","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-25",,,,,"5.3","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-26",,,,,"4.2","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-27",,,,,"8.7","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-28",,,,,"8.4","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-29",,,,,"6.4","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-30",,,,,"4.9","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-01-31",,,,,"4.3","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-01",,,,,"3.6","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-02",,,,,"2.9","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-03",,,,,"4.5","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-04",,,,,"7.3","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-05",,,,,"5.8","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-06","0.0",",,S",,,"5.8","H,,S",,,"2.9",",,S"
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-07",,,,,"4.6","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-08",,,,,"4.6","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-09",,,,,"4.6","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-10",,,,,"3.8","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-11",,,,,"3.5","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-12",,,,,"4.3","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-13",,,,,"4.1","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-14",,,,,"2.5","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-15",,,"140.0",",,S","2.2","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-16",,,,,"2.4","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-17",,,,,"2.1","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-18",,,,,"2.7","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-19",,,,,"4.3","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-20",,,,,"10.2","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-21",,,,,"12.7","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-22",,,,,"10.0","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-23",,,,,"9.2","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-24",,,,,"9.8","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-25",,,,,"7.4","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-26",,,,,"5.2","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-27",,,,,"5.1","H,,S","7.6",",,S",,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-02-28",,,,,"4.8","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-01","0.0",",,S",,,"4.4","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-02",,,,,"3.6","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-03",,,,,"3.3","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-04",,,,,"4.4","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-05",,,,,"6.9","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-06",,,,,"9.4","H,,S","14.9",",,S","5.1",",,S"
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-07",,,,,"11.1","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-08",,,,,"10.1","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-09",,,,,"10.4","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-10",,,,,"8.1","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-11",,,,,"6.1","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-12",,,,,"4.9","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-13",,,,,"4.6","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-14",,,,,"3.9","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-15",,,,,"4.6","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-16",,,,,"5.6","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-17",,,,,"6.0","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-18",,,,,"6.2","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-19",,,,,"8.5","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-20",,,,,"11.3","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-21",,,,,"11.5","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-22",,,,,"11.4","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-23",,,,,"9.9","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-24",,,,,"7.3","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-25",,,,,"8.7","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-26",,,,,"8.4","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-27",,,,,"9.6","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-28",,,,,"10.1","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-29",,,,,"8.6","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-30",,,,,"11.1","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-03-31",,,,,"7.8","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-04-01",,,,,"8.5","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-04-02",,,,,"10.1","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-04-03",,,,,"12.4","H,,S",,,,
"UKW00035047","MANSTON, ENG UK","51.342222","1.346111","54.3","2025-04-04",,,,,"12.3","H,,S",,,,
